customer_id,Segment_D4,cluster,cluster_name,recommended_action,Recency,Frequency,Monetary
C1265,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,95,3,13254
C0743,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,22,5,25114
C0864,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,40,6,63240
C0892,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,20,10,15659
C1039,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",31,2,5769
C0207,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,8,78881
C0393,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,10,43653
C0795,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,27,5,14085
C0871,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,20,12,25529
C0398,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,36,8,53468
C0767,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,6,44627
C1377,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,349,1,11792
C1242,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",68,3,29631
C1029,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",59,3,18414
C0643,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,10,32613
C0613,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,11,51927
C0961,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",47,4,20084
C0726,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,20,6,18165
C0684,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,46,9,33075
C0099,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,11,81278
C0805,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,17,7,20881
C0407,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,7,47032
C0503,G6 At Risk,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",47,9,37101
C1072,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",104,2,14648
C1057,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,97,0,12985
C0930,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",108,1,21277
C0780,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",33,7,23369
C0201,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,35,10,17410
C0135,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,20,19,102884
C1052,G6 At Risk,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",54,4,48052
C0041,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,18,38576
C1018,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,111,0,31324
C0231,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,10,42860
C0379,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,9,24930
C0289,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,38,11,122972
C0419,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,26,7,30102
C0392,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,34,8,25353
C0593,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,36,6,25161
C1163,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",80,0,9067
C1087,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",48,2,12858
C0648,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,9,33846
C1153,G6 At Risk,3,穩定中段,推次高規則 + 定期 Banner 維繫,66,4,21514
C1368,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,255,1,10533
C0521,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,32,6,18538
C0065,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,12,37969
C0015,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,15,46683
C1181,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",44,1,17969
C1065,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",35,5,34932
C0493,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,34,10,8968
C0380,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,25,8,26580
C0188,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",48,8,9316
C0764,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,22,4,14350
C0217,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,39,11,43019
C0792,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,22,11,8893
C1077,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",117,4,12363
C0879,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,9,30733
C0338,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,28,6,10938
C0720,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,26,9,38455
C0296,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,13,3,25398
C1017,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",59,2,33509
C1276,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,121,1,9942
C0456,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,38,4,29042
C1497,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",122,1,18745
C0816,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,14,7,19640
C0270,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,14,8,22302
C0996,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",78,1,24928
C0202,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,9,75997
C0162,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,9,148647
C0730,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,40,5,48177
C0402,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,10,30367
C0703,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,34,5,13903
C1130,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,71,3,9829
C0566,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,8,42560
C1414,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,152,3,8742
C1022,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,108,3,11593
C1026,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,122,1,14465
C1412,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,257,0,5917
C1105,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,54,0,24241
C0206,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,10,29402
C0035,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,24,62002
C0776,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,8,42709
C0509,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",3,7,8528
C1476,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,282,0,4370
C1391,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,168,0,4872
C0092,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,13,42212
C1364,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,283,3,23319
C0898,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,11,44670
C0565,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,8,35858
C1370,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,346,0,15382
C0777,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,32,6,50298
C0242,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,6,117874
C0014,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,4,10,36861
C0316,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,11,66428
C0601,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,9,33536
C0388,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",33,10,9027
C1298,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",64,1,41452
C0167,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,9,68125
C0841,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,5,61104
C0021,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,11,55140
C0647,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,37,8,44555
C1155,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",63,0,37748
C0832,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",42,6,14254
C1268,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",76,1,8817
C0563,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,9,65178
C1461,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,269,2,4478
C0687,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,17,7,20324
C0958,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",74,0,14836
C0190,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,48,10,30893
C0976,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,84,2,38160
C0700,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",6,9,20039
C0511,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,34,6,17204
C1083,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,73,1,27350
C0475,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,24,6,37606
C0857,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,42,11,18408
C0748,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,11,70098
C0253,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,38,10,22587
C0022,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,11,191053
C1338,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",83,2,12045
C0460,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,8,29839
C1185,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,85,2,19966
C0277,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,11,33341
C0956,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,42,3,7123
C1216,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",89,3,6559
C0386,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,8,31692
C0806,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,11,26360
C1438,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",101,2,8198
C0344,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",45,6,31451
C0770,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,44,6,37712
C1333,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,43,3,12056
C0131,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,23,27130
C0872,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,40,5,24161
C1124,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",59,5,17214
C1397,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,360,0,10808
C0088,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,8,59559
C1483,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,197,1,6984
C0331,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,35,8,29797
C1239,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,78,3,30913
C0467,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",11,7,23876
C0122,G1 VIP(Champions),2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",11,13,32845
C1045,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",88,1,16296
C1096,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",57,1,25971
C1131,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,102,2,11885
C1295,G6 At Risk,3,穩定中段,推次高規則 + 定期 Banner 維繫,113,4,22363
C0861,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",32,7,15997
C1460,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",105,1,9483
C1127,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,47,1,6245
